ID,Parcel ID,Address,County,State,Sale Date,Sale Price,Parcel  Class ,Year  Built ,Square Ft ,Price Per  Square Ft ,lat,long
359,15024 000013,4155 ROY PARKS RD,Hall County,GA,2/25/2022,"$350,000.00 ",Residential,1955,776,$451.03 ,34.2112332,-83.7764453
360,15015B000132,3022 NATURE WALK DR,Hall County,GA,2/25/2022,"$270,000.00 ",Residential,2000,2082,$129.68 ,34.2670572,-83.73969
361,15042 000133,5582 RIVER VALLEY WAY,Hall County,GA,2/25/2022,"$715,000.00 ",Residential,2005,2769,$258.22 ,34.1411746,-83.8775133
362,11006 000009,5950 BETHEL RD,Hall County,GA,2/25/2022,"$947,000.00 ",Residential,1990,4046,$234.06 ,34.457802,-83.8387881
363,15048C000025,3415 WINDGATE DR,Hall County,GA,2/25/2022,"$220,000.00 ",Residential,1993,1564,$140.66 ,34.1117483,-83.900654
364,08075 002001A,5404 BARBERRY AVE,Hall County,GA,2/24/2022,"$327,990.00 ",Residential,2021,2616,$125.38 ,34.220068,-83.907701
365,10099 000066,4213 DEER SPRINGS WAY,Hall County,GA,2/24/2022,"$325,000.00 ",Residential,2003,1634,$198.90 ,34.3735047,-83.8785898
366,08042A000140,4820 TIMBER HILLS DR,Hall County,GA,2/24/2022,"$210,000.00 ",Residential,2002,1176,$178.57 ,34.2415142,-83.8902956
367,08042A000058,4773 CRAWFORD OAKS DR,Hall County,GA,2/24/2022,"$250,500.00 ",Residential,2001,1408,$177.91 ,34.2402731,-83.8877393
368,08052 002005,4212 MCCLURE DR,Hall County,GA,2/24/2022,"$260,000.00 ",Residential,1955,1118,$232.56 ,34.2257218,-83.8917548
369,08075 002092A,5413 BARBERRY AVE,Hall County,GA,2/24/2022,"$340,990.00 ",Residential,2021,2496,$136.61 ,34.2196677,-83.9074827
370,15022J000175,3288 SE HEATHERWOOD DR,Hall County,GA,2/24/2022,"$350,000.00 ",Residential,2018,2132,$164.17 ,34.2762116,-83.7606838
371,08169 003112,119 HOLIDAY RD,Hall County,GA,2/24/2022,"$265,000.00 ",Residential,2004,1566,$169.22 ,34.1456599,-83.9677673
372,15015 000306,2999 BURTON CIR,Hall County,GA,2/24/2022,"$250,000.00 ",Residential,2006,1456,$171.70 ,34.2477303,-83.7447939
373,08024 006185,4425 SW CHESTNUT OAK WAY,Hall County,GA,2/24/2022,"$427,445.00 ",Residential,2021,3080,$138.78 ,34.2528513,-83.8682685
374,08024 006202,4414 SW CHESTNUT OAK WAY,Hall County,GA,2/24/2022,"$513,921.00 ",Residential,2021,1630,$315.29 ,34.2528513,-83.8682685
375,08111 003290,5960 SCREECH OWL DR,Hall County,GA,2/24/2022,"$398,990.00 ",Residential,2021,2613,$152.69 ,34.1917354,-83.9253994
376,15042 000484,7006 BRANCH CREEK CV,Hall County,GA,2/24/2022,"$455,930.00 ",Residential,2021,2162,$210.88 ,34.0110911,-83.9840376
377,08023A000017,3724 SW LEXINGTON CT,Hall County,GA,2/24/2022,"$387,000.00 ",Residential,1999,2318,$166.95 ,34.2679201,-83.8784242
378,08065 000295,5315 SCHOONER CT,Hall County,GA,2/24/2022,"$422,765.00 ",Residential,2021,2062,$205.03 ,34.2425232,-83.9112486
379,08100 001174,6019 PARK BAY CT,Hall County,GA,2/24/2022,"$335,100.00 ",Residential,2021,2863,$117.05 ,34.2134578,-83.9231364
380,01067 001010,854 NE MEMORIAL DR,Hall County,GA,2/24/2022,"$440,000.00 ",Residential,1940,2740,$160.58 ,34.3130921,-83.8232083
381,08152 000065,5362 TIMBER WILD LN,Hall County,GA,2/24/2022,"$550,000.00 ",Residential,2006,3498,$157.23 ,34.1494025,-83.9474467
382,10010 000015,6040 BLUEWATER BLVD,Hall County,GA,2/24/2022,"$697,500.00 ",Residential,2021,0,$0.00 ,34.3821485,-83.9670219
383,15029B000062,4905 LITTLE FOX TRL,Hall County,GA,2/24/2022,"$450,000.00 ",Residential,2019,2608,$172.55 ,34.1848926,-83.8077007
384,08075 002050A,5622 BARBERRY AVE,Hall County,GA,2/24/2022,"$324,990.00 ",Residential,2021,2211,$146.99 ,34.2206923,-83.9035122
385,08075 002051A,5626 BARBERRY AVE,Hall County,GA,2/24/2022,"$327,990.00 ",Residential,2021,2616,$125.38 ,34.2206923,-83.9035122
386,09126 000099,2011 RIVERWOOD DR,Hall County,GA,2/24/2022,"$699,000.00 ",Residential,2021,3480,$200.86 ,34.3389832,-83.8105261
387,15043D000045,5262 BOWMAN SPRINGS TRL,Hall County,GA,2/24/2022,"$455,000.00 ",Residential,1998,2618,$173.80 ,34.153251,-83.8783
388,15046H000013,4738 COKER DR,Hall County,GA,2/24/2022,"$290,800.00 ",Residential,2005,1262,$230.43 ,34.1783493,-83.8911338
389,08024 005330,4328 SW ROCKROSE GREEN WAY,Hall County,GA,2/23/2022,"$400,000.00 ",Residential,2020,2056,$194.55 ,34.2505753,-83.8714266
390,15022J000147,3194 SE HERITAGE GLEN DR,Hall County,GA,2/23/2022,"$350,000.00 ",Residential,2018,2132,$164.17 ,34.2738465,-83.7597245
391,10060 000042,3045 LAKE RANCH DR,Hall County,GA,2/23/2022,"$247,000.00 ",Residential,1996,1248,$197.92 ,34.3342786,-83.9124072
392,00082 002005,13 EAST MAIN ST,Hall County,GA,2/23/2022,"$217,000.00 ",Residential,1900,1848,$117.42 ,34.3110748,-83.7961
393,08081 003019,5420 BEACH HAVEN DR,Hall County,GA,2/23/2022,"$156,000.00 ",Residential,1969,1392,$112.07 ,34.2634473,-83.9390093
394,10142 000031,3932 DARRYL LN,Hall County,GA,2/23/2022,"$160,000.00 ",Residential,1984,2944,$54.35 ,34.393031,-83.8176964
395,12047 000025,4321 YONAH PARK,Hall County,GA,2/23/2022,"$412,500.00 ",Residential,2017,2765,$149.19 ,34.4067642,-83.7907676
396,15047 000608,7308 BIRD SONG PL,Hall County,GA,2/23/2022,"$650,000.00 ",Residential,2007,3134,$207.40 ,34.1488385,-83.9040684
397,15039B000066,5512 RIDGEMOOR DR,Hall County,GA,2/23/2022,"$598,800.00 ",Residential,2004,3129,$191.37 ,34.13926,-83.8400724
398,08026 000068,2806 SW VALLEY GREEN DR,Hall County,GA,2/23/2022,"$230,013.00 ",Residential,2005,1512,$152.13 ,34.244207,-83.855318
399,15044 000248,4553 DEER CREEK CT,Hall County,GA,2/23/2022,"$799,000.00 ",Residential,2007,4882,$163.66 ,34.1876938,-83.8758364
400,00119C001011,1428 HUDGINS ST,Hall County,GA,2/23/2022,"$288,000.00 ",Residential,1950,1260,$228.57 ,34.2871785,-83.8468251
401,15047G000062,6875 SCARLET OAK WAY,Hall County,GA,2/23/2022,"$452,985.00 ",Residential,2021,2748,$164.84 ,34.1571762,-83.9137314
402,08075 002049A,5618 BARBERRY AVE,Hall County,GA,2/23/2022,"$340,990.00 ",Residential,2021,2496,$136.61 ,34.2206923,-83.9035122
403,15047 000776,6888 BIG SKY DR,Hall County,GA,2/23/2022,"$416,000.00 ",Residential,2015,1768,$235.29 ,34.1510682,-83.899702
404,08112 009048,4867 CLARKSTONE DR,Hall County,GA,2/23/2022,"$342,000.00 ",Residential,2014,2031,$168.39 ,34.1879616,-83.9191106
405,01107 001104,3071 NW STILLWATER DR,Hall County,GA,2/23/2022,"$585,000.00 ",Residential,2018,3263,$179.28 ,34.3572408,-83.8766814
406,15046D000023,4616 CREEK SIDE DR,Hall County,GA,2/23/2022,"$290,000.00 ",Residential,1990,1526,$190.04 ,34.18088,-83.8958941
407,15047 000575,6943 FELLOWSHIP LN,Hall County,GA,1/7/2022,"$459,000.00 ",Residential,2007,3049,$150.54 ,34.1481709,-83.8989443
408,08111 001026,5612 PINEWOOD DR,Hall County,GA,2/23/2022,"$285,000.00 ",Residential,1985,1488,$191.53 ,34.2000065,-83.9289987
409,15041 000373,5636 WILLOW SPRINGS PL,Hall County,GA,2/22/2022,"$797,293.00 ",Residential,2021,2622,$304.08 ,34.1116669,-83.8525162
410,09106A003015,3503 RIDGE DR,Hall County,GA,2/22/2022,"$207,500.00 ",Residential,1980,1201,$172.77 ,34.3614291,-83.762509
411,15029A000003,5153 PONDEROSA FARM RD,Hall County,GA,2/22/2022,"$280,000.00 ",Residential,1983,1360,$205.88 ,34.1788462,-83.8214678
412,08051 001225,3716 ACORN DR,Hall County,GA,2/22/2022,"$276,000.00 ",Residential,2019,1400,$197.14 ,34.2240169,-83.8803594
413,15042 000581,7045 BRANCH CREEK CV,Hall County,GA,2/22/2022,"$416,475.00 ",Residential,2021,2124,$196.08 ,34.0110911,-83.9840376
414,08139 006082,6241 SWEETGUM TRL,Hall County,GA,2/22/2022,"$325,000.00 ",Residential,1973,1843,$176.34 ,34.1692932,-83.9460405
415,15047B000062,6486 MOSSY BOULDER DR,Hall County,GA,2/22/2022,"$362,000.00 ",Residential,2004,1829,$197.92 ,34.1616737,-83.8996606
416,10115 000036A,3627 COCHRAN RD,Hall County,GA,2/22/2022,"$135,000.00 ",Residential,1969,1844,$73.21 ,34.3689863,-83.8625231
417,10077 000013B,5351 ELROD RD,Hall County,GA,2/22/2022,"$425,000.00 ",Residential,1987,2621,$162.15 ,34.3877924,-83.9039857
418,01070 001001B,1174 NW HOLLY DR,Hall County,GA,2/22/2022,"$250,000.00 ",Residential,1968,1128,$221.63 ,34.3151853,-83.8340791
419,01114 001099,1426 NW LAKESHORE CIR,Hall County,GA,2/22/2022,"$1,050,000.00 ",Residential,1970,2978,$352.59 ,34.3101492,-83.8549438
420,15042 000628,6832 BENJAMIN DR,Hall County,GA,2/22/2022,"$475,855.00 ",Residential,2021,3398,$140.04 ,34.1425148,-83.8880078
421,01114 001146,1500 NW WEST LAKE DR,Hall County,GA,2/22/2022,"$870,000.00 ",Residential,1975,2116,$411.15 ,34.3097305,-83.8580833
422,08031A000025,3607 BYERS RDG,Hall County,GA,2/22/2022,"$330,500.00 ",Residential,1997,1332,$248.12 ,34.2571855,-83.8799561
423,08065 000347,5130 WATCHMANS CV,Hall County,GA,2/22/2022,"$408,110.00 ",Residential,2021,1937,$210.69 ,34.2421918,-83.9098002
424,10158 000045,3636 JOYCE ST,Hall County,GA,2/21/2022,"$400,000.00 ",Residential,2001,1617,$247.37 ,34.3630279,-83.7846148
425,10158 000044,3640 JOYCE ST,Hall County,GA,2/21/2022,"$400,000.00 ",Residential,2001,1617,$247.37 ,34.36297,-83.7843245
426,10158 000043,3644 JOYCE ST,Hall County,GA,2/21/2022,"$200,000.00 ",Residential,2001,1617,$123.69 ,34.362951,-83.7839513
427,08065 000345,5138 WATCHMANS CV,Hall County,GA,2/18/2022,"$399,800.00 ",Residential,2021,1939,$206.19 ,34.2424616,-83.9100071
428,09120 000070,3187 GULLS WHARF DR,Hall County,GA,2/18/2022,"$1,050,000.00 ",Residential,2009,2883,$364.20 ,34.3402703,-83.7966804
429,10079 001031,4210 BELVEDERE DR,Hall County,GA,2/18/2022,"$265,000.00 ",Residential,2006,1366,$194.00 ,34.3859851,-83.8915478
430,15047 002027,6750 STAR GAZE CT,Hall County,GA,2/18/2022,"$375,000.00 ",Residential,2019,1765,$212.46 ,34.1522303,-83.9126555
431,15042 000634,6907 MANCHESTER DR,Hall County,GA,2/18/2022,"$443,780.00 ",Residential,2021,3454,$128.48 ,34.143152,-83.887425
432,10139 000014,2735 WYNELLE DR,Hall County,GA,2/18/2022,"$210,000.00 ",Residential,1972,1704,$123.24 ,34.3593838,-83.8184424
433,15006C000030,6642 COUNTY LINE RD,Hall County,GA,2/18/2022,"$130,000.00 ",Residential,1996,0,$0.00 ,34.373089,-83.665115
434,15032C000051,2040 ELDORADO DR,Hall County,GA,2/18/2022,"$205,000.00 ",Residential,1970,1032,$198.64 ,34.2894246,-83.7893418
435,09119 000018A,179 CLARKS BRIDGE RD,Hall County,GA,2/18/2022,"$300,000.00 ",Residential,1972,1624,$184.73 ,34.340317,-83.8001629
436,08134A000143,6335 POLAR CIR,Hall County,GA,2/18/2022,"$339,000.00 ",Residential,2000,1876,$180.70 ,34.1668598,-83.930943
437,09071 007003A,6108 CARTER ST,Hall County,GA,2/18/2022,"$270,000.00 ",Residential,1980,1500,$180.00 ,34.389504,-83.667738
438,10028 000067,5904 WATERTON CT,Hall County,GA,2/18/2022,"$420,000.00 ",Residential,2020,3080,$136.36 ,34.3803171,-83.950507
439,10142 000059,3766 JAMES ED RD,Hall County,GA,2/18/2022,"$220,000.00 ",Residential,1990,1518,$144.93 ,34.3901072,-83.8153755
440,10034 002012,3756 LEACH RD,Hall County,GA,2/18/2022,"$220,000.00 ",Residential,2022,1344,$0.00 ,34.354828,-83.936683
441,08042A000098,4679 CRAWFORD OAKS DR,Hall County,GA,2/18/2022,"$238,500.00 ",Residential,2001,1464,$162.91 ,34.2409746,-83.8903163
442,15043F000084,5355 HIGH POINT RD,Hall County,GA,2/18/2022,"$271,000.00 ",Residential,1997,1133,$239.19 ,34.1636108,-83.8846345
443,15047G000074,7029 BLACKBIRD CT,Hall County,GA,2/18/2022,"$441,985.00 ",Residential,2021,2748,$160.84 ,34.1568355,-83.9155935
444,08025A000009,3304 BRONCO WAY,Hall County,GA,2/18/2022,"$265,000.00 ",Residential,1971,1300,$203.85 ,34.2437756,-83.8669129
445,08111 003292,5928 SCREECH OWL DR,Hall County,GA,2/18/2022,"$363,990.00 ",Residential,2021,2613,$139.30 ,34.1921536,-83.9255252
446,01074 001017G,1153 NE RIVERSIDE TER,Hall County,GA,2/18/2022,"$205,000.00 ",Residential,2002,1152,$177.95 ,34.3176048,-83.8287197
447,15047 000133,7760 SOARING EAGLE DR,Hall County,GA,2/18/2022,"$430,000.00 ",Residential,2006,2586,$166.28 ,34.1338678,-83.9043168
448,01074 001010,1079 NE RIVERSIDE TER,Hall County,GA,2/18/2022,"$272,000.00 ",Residential,1955,1196,$0.00 ,34.3166431,-83.8276423
449,01117 003029,642 NW LAKESHORE DR,Hall County,GA,2/18/2022,"$310,000.00 ",Residential,2001,1482,$209.18 ,34.2979662,-83.8470252
450,10077A000079,5437 SPECKLED WOOD LN,Hall County,GA,2/18/2022,"$320,000.00 ",Residential,2011,1554,$205.92 ,34.3873328,-83.8960597
451,08111 003282,5992 SCREECH OWL DR,Hall County,GA,2/18/2022,"$407,990.00 ",Residential,2021,2872,$142.06 ,34.1907368,-83.9259312
452,1.50E+65,5513 TORY WAY,Hall County,GA,2/18/2022,"$300,400.00 ",Residential,1994,1235,$243.24 ,34.144084,-83.8820262
453,08038 001030C,3660 LAMPLIGHTER COVE RD,Hall County,GA,2/18/2022,"$1,065,000.00 ",Residential,1973,1664,$640.02 ,34.2820371,-83.9081467
454,15036D000283,3751 SW RIDGE BLUFF OVLK,Hall County,GA,2/18/2022,"$388,000.00 ",Residential,2015,2981,$130.16 ,34.22637,-83.846672
455,08033 000002A,3310 DONNA WAY,Hall County,GA,2/18/2022,"$274,900.00 ",Residential,1979,1478,$185.99 ,34.2678284,-83.8852554
456,08139 005001,6511 BELL FRK,Hall County,GA,2/18/2022,"$25,000.00 ",Residential,1963,792,$31.57 ,34.1695636,-83.9524093
457,01105 000010,3138 NE MARTHASVILLE CT,Hall County,GA,2/17/2022,"$975,000.00 ",Residential,1977,2813,$346.61 ,34.3528184,-83.85279
458,1.50E+101,2410 DEMOCRACY DR,Hall County,GA,2/17/2022,"$528,000.00 ",Residential,2004,3480,$151.72 ,34.1106656,-83.885835
459,08015 005055,2861 SW FOX BRIDGE CT,Hall County,GA,2/17/2022,"$160,000.00 ",Residential,2007,1070,$149.53 ,34.2763517,-83.8729089
460,10038 000013,3420 BANKS MOUNTAIN PL,Hall County,GA,2/17/2022,"$950,000.00 ",Residential,1987,1908,$497.90 ,34.3163483,-83.937401
461,01092 001007,1770 NE BLUERIDGE DR,Hall County,GA,2/17/2022,"$388,000.00 ",Residential,1956,2043,$189.92 ,34.3316878,-83.8260676
462,15047 000660,7420 WHISTLING DUCK WAY,Hall County,GA,2/17/2022,"$500,000.00 ",Residential,2007,2622,$190.69 ,34.1474912,-83.9078966
463,15036B000068,3908 HUNT DR,Hall County,GA,2/17/2022,"$270,000.00 ",Residential,1979,1823,$148.11 ,34.210705,-83.838871
464,15047G000073,7019 BLACKBIRD CT,Hall County,GA,2/17/2022,"$430,985.00 ",Residential,2021,2535,$170.01 ,34.1572582,-83.9153866
465,11158A000195,7644 MAPLE PL,Hall County,GA,2/17/2022,"$247,500.00 ",Residential,1972,2814,$87.95 ,34.412582,-83.9769271
466,10017 000152,7018 HAMMOCK TRL,Hall County,GA,2/17/2022,"$551,900.00 ",Residential,2021,1993,$276.92 ,34.3533241,-83.9620026
467,15042 000160,5406 PLEASANT WOODS DR,Hall County,GA,2/17/2022,"$432,480.00 ",Residential,2005,2745,$157.55 ,34.1481969,-83.8689834
468,08065 000350,5118 WATCHMANS CV,Hall County,GA,2/16/2022,"$408,170.00 ",Residential,2021,1937,$210.72 ,34.2418335,-83.9095519
469,15012C000056,4693 TURNING LEAF DR,Hall County,GA,2/16/2022,"$277,500.00 ",Residential,2001,1300,$213.46 ,34.233773,-83.6968505
470,08065 000351,5114 WATCHMANS CV,Hall County,GA,2/16/2022,"$432,960.00 ",Residential,2021,2744,$157.78 ,34.2416996,-83.9094691
471,00116 005023,251 GREEN HILL CIR,Hall County,GA,2/16/2022,"$155,000.00 ",Residential,1963,912,$169.96 ,34.289652,-83.8590856
472,15041A000153,7430 WOODY SPRINGS DR,Hall County,GA,2/16/2022,"$384,500.00 ",Residential,2000,2626,$146.42 ,34.1169398,-83.8900576
473,08009B001004,2170 GRANT ST,Hall County,GA,2/16/2022,"$79,000.00 ",Residential,1935,816,$96.81 ,34.2578559,-83.8483992
474,08077 001121,5142 FLATSTONE DR,Hall County,GA,2/16/2022,"$470,000.00 ",Residential,2016,3990,$117.79 ,34.2358942,-83.9181947
475,08141 002006,6431 SAMOA WAY,Hall County,GA,2/16/2022,"$260,000.00 ",Residential,1974,1144,$227.27 ,34.1821115,-83.9522853
476,01086 003002,1464 NE RIVERSIDE DR,Hall County,GA,2/16/2022,"$165,000.00 ",Residential,2022,3484,$47.36 ,34.324125,-83.8288957
477,08111 003065,5628 WILD OLIVE DR,Hall County,GA,2/16/2022,"$410,000.00 ",Residential,2020,2850,$143.86 ,34.1963214,-83.9297433
478,15042 000582,7041 BRANCH CREEK CV,Hall County,GA,2/16/2022,"$488,470.00 ",Residential,2021,3070,$159.11 ,34.0110911,-83.9840376
479,01105 000041,2804 NE VILLAGE CT,Hall County,GA,2/16/2022,"$830,000.00 ",Residential,1983,2960,$280.41 ,34.3503394,-83.8524586
480,15043C000068,5350 ASHLAND DR,Hall County,GA,2/16/2022,"$319,995.00 ",Residential,1996,1330,$240.60 ,34.1530428,-83.8819434
481,15030F000038,7019 BROOKTON LN,Hall County,GA,2/16/2022,"$281,000.00 ",Residential,1998,2333,$120.45 ,34.2131158,-83.7909796
482,15003 000135,4646 COBB GRIFFIN RD,Hall County,GA,2/16/2022,"$425,000.00 ",Residential,2002,2510,$169.32 ,34.2862647,-83.6776212
483,15042 000493,7007 KEMPTON CT,Hall County,GA,2/16/2022,"$475,200.00 ",Residential,2021,3180,$149.43 ,34.1385028,-83.8895567
484,01073 002043,450 NW HOLLY DR,Hall County,GA,2/16/2022,"$327,000.00 ",Residential,1959,1408,$232.24 ,34.315697,-83.8380423
485,08065 000343,5146 WATCHMANS CV,Hall County,GA,2/15/2022,"$449,560.00 ",Residential,2021,2758,$163.00 ,34.2426861,-83.9101726
486,12127 000039,8617 DECOY LN,Hall County,GA,2/15/2022,"$464,900.00 ",Residential,2021,3201,$145.24 ,34.4623173,-83.7183227
487,15006A001031,5489 HOOD ST,Hall County,GA,2/15/2022,"$207,000.00 ",Residential,2006,1122,$184.49 ,34.3799484,-83.6666853
488,15044J000033,1021 BRIDLE CREEK DR,Hall County,GA,2/15/2022,"$1,188,400.00 ",Residential,1999,960,"$1,237.92 ",34.2047983,-83.8782172
489,15041 000318,5952 VENTURA PL,Hall County,GA,2/15/2022,"$156,000.00 ",Residential,2019,4162,$37.48 ,34.1078176,-83.8515959
490,15047G000075,7035 BLACKBIRD CT,Hall County,GA,2/15/2022,"$402,485.00 ",Residential,2021,2464,$163.35 ,34.1566561,-83.9154693
491,08134A000146,6317 COMPASS DR,Hall County,GA,2/15/2022,"$340,000.00 ",Residential,2000,2188,$155.39 ,34.1663035,-83.9301984
492,01025 005002,559 NW FORREST AVE,Hall County,GA,2/15/2022,"$425,000.00 ",Residential,1945,2137,$198.88 ,34.3033404,-83.8312473
493,15046I000028,4811 REMINGTON DR,Hall County,GA,2/15/2022,"$1,188,400.00 ",Residential,1997,1255,$946.93 ,34.1727777,-83.8913822
494,15028 000160,4036 SILVERSTONE DR,Hall County,GA,2/15/2022,"$685,000.00 ",Residential,2018,3411,$200.82 ,34.1642711,-83.7954422
495,15032C000104,2121 DEVILLE LN,Hall County,GA,2/15/2022,"$213,000.00 ",Residential,1977,1414,$150.64 ,34.2910072,-83.7890101
496,10146 000114,3430 LAKELAND RD,Hall County,GA,2/15/2022,"$198,000.00 ",Residential,1963,1012,$195.65 ,34.3679135,-83.8051789
497,08065 000348,5126 WATCHMANS CV,Hall County,GA,2/15/2022,"$452,380.00 ",Residential,2021,2826,$160.08 ,34.242058,-83.9097174
498,08075 002003A,5412 BARBERRY AVE,Hall County,GA,2/15/2022,"$323,990.00 ",Residential,2021,2228,$145.42 ,34.219816,-83.9078552
499,10011D000033,6134 TIMBERIDGE DR,Hall County,GA,2/15/2022,"$225,000.00 ",Residential,1991,624,$360.58 ,34.3902562,-83.9707676
500,08137A000053,6001 DEVONSHIRE DR,Hall County,GA,2/15/2022,"$366,400.00 ",Residential,1999,1592,$230.15 ,34.14755,-83.9335905
501,10120 000029,4007 CHAPMAN DR,Hall County,GA,2/15/2022,"$1,188,400.00 ",Residential,2005,1378,$862.41 ,34.3694976,-83.845168
502,15046H000007,4729 COKER DR,Hall County,GA,2/15/2022,"$1,188,400.00 ",Residential,1998,1050,"$1,131.81 ",34.1781802,-83.8920859
503,08042B000160,4748 SW AUTUMN ROSE TRL,Hall County,GA,2/15/2022,"$261,000.00 ",Residential,2004,1248,$209.13 ,34.2490393,-83.8935347
504,08041 002060,4254 RED FOX TRL,Hall County,GA,2/15/2022,"$399,900.00 ",Residential,1979,2039,$196.13 ,34.2598123,-83.8923136
505,15037N000039,4209 ARBOR CHASE RD,Hall County,GA,2/15/2022,"$349,900.00 ",Residential,2002,1860,$188.12 ,34.1996732,-83.8302943
506,11061 007003,5042 HOPEWELL RD,Hall County,GA,2/14/2022,"$240,000.00 ",Residential,1968,1420,$169.01 ,34.4039813,-83.8926447
507,10105 006011,3639 LEDAN RD,Hall County,GA,2/14/2022,"$170,000.00 ",Residential,1967,1215,$139.92 ,34.3636117,-83.8725032
508,10068 000137,3447 DOCKSIDE SHORES DR,Hall County,GA,2/14/2022,"$529,671.00 ",Residential,2021,3375,$156.94 ,34.3077459,-83.9015145
509,15046G000142,6503 PARKLAND PL,Hall County,GA,2/14/2022,"$380,000.00 ",Residential,1994,1728,$219.91 ,34.16742,-83.8924585
510,01025 002012,660 NW HILLCREST AVE,Hall County,GA,2/14/2022,"$120,000.00 ",Residential,1936,1198,$100.17 ,34.3027109,-83.8350592
511,10079 002031,4104 BELVEDERE CIR,Hall County,GA,2/14/2022,"$285,000.00 ",Residential,2020,1296,$219.91 ,34.3797619,-83.8905957
512,15041B000037,2717 CLEARWATER SPRINGS DR,Hall County,GA,2/14/2022,"$570,000.00 ",Residential,2007,3633,$156.90 ,34.1033141,-83.880867
513,15042 000152,5317 RUSHING CREEK WAY,Hall County,GA,2/14/2022,"$400,000.00 ",Residential,2005,2676,$149.48 ,34.146591,-83.8715094
514,15042 000152,5317 RUSHING CREEK WAY,Hall County,GA,2/14/2022,"$400,000.00 ",Residential,2005,2676,$149.48 ,34.146591,-83.8715094
515,15042 000548,7049 BRANCH CREEK CV,Hall County,GA,2/14/2022,"$467,601.00 ",Residential,2021,3169,$147.55 ,34.0110911,-83.9840376
516,15043G000011,5060 HOLLY HOCK DR,Hall County,GA,2/14/2022,"$305,000.00 ",Residential,1997,1248,$244.39 ,34.1698429,-83.8646352
517,08065 000292,5155 WATCHMANS CV,Hall County,GA,2/11/2022,"$391,050.00 ",Residential,2021,1937,$201.88 ,34.2424565,-83.9106582
518,08021 001483,3744 SW GOLDEN LEAF PT,Hall County,GA,2/11/2022,"$650,000.00 ",Residential,2015,2928,$221.99 ,34.2792464,-83.8952939
519,15042I000025,5445 EVERGREEN FOREST CT,Hall County,GA,2/11/2022,"$268,000.00 ",Residential,2000,1539,$174.14 ,34.14427,-83.8614464
520,15044G000055,4744 QUAILWOOD DR,Hall County,GA,2/11/2022,"$930,000.00 ",Residential,2006,4084,$227.72 ,34.1858398,-83.8668715
521,08098A000200,4653 BEACON RIDGE LN,Hall County,GA,2/11/2022,"$264,900.00 ",Residential,2005,1674,$158.24 ,34.1885534,-83.9160282
522,08042B000080,4624 SW BLUE IRIS WAY,Hall County,GA,2/11/2022,"$259,900.00 ",Residential,2004,1248,$208.25 ,34.246738,-83.895186
523,10131C000028,4908 GAIR LOCH LN,Hall County,GA,2/11/2022,"$550,000.00 ",Residential,1997,4122,$133.43 ,34.39013,-83.8226696
524,10011 000100,6211 EAGLE CT,Hall County,GA,2/11/2022,"$520,000.00 ",Residential,2021,1969,$264.09 ,34.390061,-83.974534
525,08025A000041,3372 APACHE CIR,Hall County,GA,2/11/2022,"$180,000.00 ",Residential,1978,1252,$143.77 ,34.2444579,-83.8693147
526,08042B000065,4615 SW BLUE IRIS WAY,Hall County,GA,2/11/2022,"$240,000.00 ",Residential,2004,1568,$153.06 ,34.2468067,-83.8947351
527,15020 000027,2901 OCONEE CIR,Hall County,GA,2/11/2022,"$252,000.00 ",Residential,1993,1192,$211.41 ,34.3325741,-83.7582778
528,15011 000066,4004 TWIN SPRINGS RD,Hall County,GA,2/11/2022,"$249,000.00 ",Residential,1975,1100,$226.36 ,34.2445558,-83.7064006
529,01103 003011,2625 NW CLUB DR,Hall County,GA,2/11/2022,"$632,000.00 ",Residential,1969,4296,$147.11 ,34.3445718,-83.8632272
530,11031A000014,5320 MOUNT VERNON PRESERVE CT,Hall County,GA,2/11/2022,"$500,000.00 ",Residential,2003,2798,$178.70 ,34.4443979,-83.8631444
531,15042 000696,6825 BENJAMIN DR,Hall County,GA,2/11/2022,"$365,075.00 ",Residential,2021,2527,$144.47 ,34.1420259,-83.8885259
532,08118 003005,5909 GAINESVILLE ST,Hall County,GA,1/7/2022,"$125,000.00 ",Residential,1954,904,$138.27 ,34.1841945,-83.9293607
533,08118 003005,5909 GAINESVILLE ST,Hall County,GA,2/11/2022,"$170,000.00 ",Residential,1954,904,$188.05 ,34.1841945,-83.9293607
534,08099A000160,5633 ASHMOORE CT,Hall County,GA,2/11/2022,"$343,000.00 ",Residential,2005,2172,$157.92 ,34.2037336,-83.918614
535,15042 000462,7051 LANCASTER XING,Hall County,GA,2/11/2022,"$486,286.00 ",Residential,2021,2740,$177.48 ,34.1388569,-83.8922992
536,09101A000081,3908 PINE SHORE CIR,Hall County,GA,2/11/2022,"$259,900.00 ",Residential,2021,1008,$257.84 ,34.3724961,-83.7500218
537,08051 001245,3655 ACORN DR,Hall County,GA,2/11/2022,"$282,900.00 ",Residential,2021,1576,$179.51 ,34.2242399,-83.8793765
538,11092 000006,6790 PECK CIR,Hall County,GA,2/11/2022,"$265,000.00 ",Residential,2008,1600,$165.63 ,34.4630425,-83.9102761
539,15039R000026,6653 BURNT HICKORY DR,Hall County,GA,2/10/2022,"$445,900.00 ",Residential,2013,2220,$200.86 ,34.1346808,-83.8480678
