fid,field_1,Unnamed_ 0,Parcel ID,Address,Sale Date,Sale Price,Qualified,Reason,Acres,Parcel  Cl,Year  Buil,Square Ft,Price Per,lat,long,GEOID
"681","161","161",15042 000233,5534 PLEASANT WOODS DR,4/6/2022,"$605,000.00",Qualified,FM,0.63,Residential,"2006","2977",$203.22,34.144469,-83.8689006,"131390016111"
"682","617","617",15042I000017,5477 EVERGREEN FOREST CT,3/4/2022,"$447,000.00",Qualified,FM,2.17,Residential,"2000","1726",$258.98,34.1432333,-83.8640969,"131390016111"
"683","740","740",15042 000133,5582 RIVER VALLEY WAY,2/25/2022,"$715,000.00",Qualified,FM,14.06,Residential,"2005","2769",$258.22,34.1411746,-83.8775133,"131390016111"
"684","833","833","1.50E+65",5513 TORY WAY,2/18/2022,"$300,400.00",Qualified,FM,1.09,Residential,"1994","1235",$243.24,34.144084,-83.8820262,"131390016111"
"685","847","847",15042 000160,5406 PLEASANT WOODS DR,2/17/2022,"$432,480.00",Qualified,FM,0.59,Residential,"2005","2745",$157.55,34.1481969,-83.8689834,"131390016111"
"686","893","893",15042 000152,5317 RUSHING CREEK WAY,2/14/2022,"$400,000.00",Qualified,FM,1.68,Residential,"2005","2676",$149.48,34.146591,-83.8715094,"131390016111"
"687","894","894",15042 000152,5317 RUSHING CREEK WAY,2/14/2022,"$400,000.00",Unqualified,"99",1.68,Residential,"2005","2676",$149.48,34.146591,-83.8715094,"131390016111"
"688","899","899",15042I000025,5445 EVERGREEN FOREST CT,2/11/2022,"$268,000.00",Qualified,FM,1.24,Residential,"2000","1539",$174.14,34.14427,-83.8614464,"131390016111"
"689","1164","1164",15039Q000039,6535 CHESTNUT WALK,1/21/2022,"$315,000.00",Qualified,FM,0.15,Residential,"2011","1356",$232.30,34.1342031,-83.850636,"131390016111"
"690","1247","1247",15042 000234,5526 PLEASANT WOODS DR,1/13/2022,"$471,582.00",Qualified,FM,1.4,Residential,"2021","2929",$161.00,34.1446237,-83.8693975,"131390016111"
"691","1302","1302",15039S000053,7005 CHERRY BLOSSOM LN,1/10/2022,"$522,000.00",Qualified,FM,0.32,Residential,"2015","2904",$179.75,34.1386597,-83.8527278,"131390016111"
"692","1324","1324",15042 000223,5529 RACCOON HOLW,1/7/2022,"$605,000.00",Qualified,FM,2.06,Residential,"2019","2926",$206.77,34.141735,-83.8705156,"131390016111"
"693","205","205","1.50E+37",3394 OLD OAK RDG,4/1/2022,"$345,500.00",Qualified,FM,5.33,Residential,"2021","1142",$302.54,34.240578,-83.734512,"131390012024"
"694","219","219",15014A000103,4010 GLEN RDG,3/31/2022,"$220,000.00",Qualified,FM,0.48,Residential,"1996","1164",$189.00,34.2423404,-83.7383206,"131390012024"
"695","437","437","15014D000011",3354 PENNINGTON POINT DR,3/18/2022,"$287,000.00",Qualified,FM,3.39,Residential,"2004","2254",$127.33,34.2385452,-83.738528,"131390012024"
"696","1081","1081","15014D000064",3531 PENNINGTON TRL,1/28/2022,"$216,000.00",Qualified,FM,0.87,Residential,"2004","1318",$163.88,34.2388319,-83.7433001,"131390012024"
"697","120","120",08051 001254,3617 ACORN DR,4/13/2022,"$271,900.00",Qualified,FM,0.04,Residential,"2021","1548",$175.65,34.224427,-83.8786578,"131390014042"
"698","146","146",08051 001249,3637 ACORN DR,4/11/2022,"$280,900.00",Qualified,FM,0.05,Residential,"2021","1744",$161.07,34.2243202,-83.8790349,"131390014042"
"699","175","175",08051 001252,3625 ACORN DR,4/5/2022,"$264,900.00",Qualified,FM,0.04,Residential,"2021","1548",$171.12,34.224379,-83.8787935,"131390014042"
"700","332","332",08051 001247,3645 ACORN DR,3/25/2022,"$288,900.00",Qualified,FM,0.05,Residential,"2021","1828",$158.04,34.2242728,-83.8791695,"131390014042"
"701","575","575",08045 001134,4448 PRESTWICK DR,3/8/2022,"$290,000.00",Qualified,FM,0.6,Residential,"1996","1140",$254.39,34.2232606,-83.8744907,"131390014042"
"702","790","790",08051 001225,3716 ACORN DR,2/22/2022,"$276,000.00",Qualified,FM,0.04,Residential,"2019","1400",$197.14,34.2241848,-83.880901,"131390014042"
"703","917","917",08051 001245,3655 ACORN DR,2/11/2022,"$282,900.00",Qualified,FM,0.05,Residential,"2021","1576",$179.51,34.2242399,-83.8793765,"131390014042"
"704","950","950",08051 001243,3663 ACORN DR,2/8/2022,"$275,900.00",Qualified,FM,0.05,Residential,"2021","1576",$175.06,34.2241595,-83.8795007,"131390014042"
"705","972","972",08051 001242,3667 ACORN DR,2/4/2022,"$264,900.00",Qualified,FM,0.04,Residential,"2021","1544",$171.57,34.2241636,-83.8795835,"131390014042"
"706","1070","1070",08051 001239,3679 ACORN DR,1/28/2022,"$283,900.00",Qualified,FM,0.05,Residential,"2021","1576",$180.14,34.224176,-83.8798319,"131390014042"
"707","1071","1071",08051 001244,3659 ACORN DR,1/28/2022,"$259,900.00",Qualified,FM,0.04,Residential,"2021","1544",$168.33,34.224244,-83.8794593,"131390014042"
"708","1175","1175",08068 000002A,4544 RAILROAD ST,1/21/2022,"$40,000.00",Unqualified,"26",0.67,Residential,"1963","1144",$34.97,34.2195206,-83.8932036,"131390014042"
"709","1192","1192",08051 001003,4609 ALLEN ST,1/19/2022,"$257,750.00",Qualified,FM,0.53,Residential,"1959","2038",$126.47,34.222765,-83.8810326,"131390014042"
"710","1193","1193",08051 001240,3675 ACORN DR,1/19/2022,"$259,900.00",Qualified,FM,0.04,Residential,"2021","1544",$168.33,34.2241719,-83.8797491,"131390014042"
"711","55","55",15039K000029,6188 LONGLEAF DR,5/20/2022,"$350,000.00",Qualified,FM,0.05,Residential,"2007","1404",$249.29,34.1282067,-83.8448111,"131390016122"
"712","58","58",15039M000067,6495 LANTERN RDG,5/19/2022,"$426,100.00",Qualified,FM,0.19,Residential,"2008","1872",$227.62,34.1279419,-83.8492691,"131390016122"
"713","143","143",15039N000003,6615 AMHERST DR,4/11/2022,"$484,900.00",Qualified,FM,0.24,Residential,"2015","2474",$196.00,34.1248634,-83.850926,"131390016122"
"714","182","182",15039N000019,6726 AMHERST DR,4/5/2022,"$585,000.00",Qualified,FM,0.31,Residential,"2010","2900",$201.72,34.123881,-83.8481714,"131390016122"
"715","190","190",15039K000047,6240 LONGLEAF DR,4/4/2022,"$315,000.00",Qualified,FM,0.05,Residential,"2008","1404",$224.36,34.130339,-83.8456498,"131390016122"
"716","227","227",15039K000121,6242 IVY STONE WAY,3/31/2022,"$370,000.00",Qualified,FM,0.11,Residential,"2010","1405",$263.35,34.1272914,-83.8457894,"131390016122"
"717","331","331",15039M000193,6494 AUTUMN CREST LN,3/25/2022,"$493,000.00",Qualified,FM,0.23,Residential,"2008","2404",$205.07,34.1247062,-83.8490827,"131390016122"
"718","584","584",15039R000109,6775 BLACK FOX DR,3/7/2022,"$490,000.00",Qualified,FM,0.16,Residential,"2015","2029",$241.50,34.1315587,-83.847985,"131390016122"
"719","616","616",15039R000003,6612 FAWN MEADOW LN,3/4/2022,"$520,000.00",Qualified,FM,0.18,Residential,"2014","2809",$185.12,34.1337203,-83.8496419,"131390016122"
"720","735","735",15039K000058,6229 LONGLEAF DR,2/25/2022,"$315,000.00",Qualified,FM,0.04,Residential,"2009","1404",$224.36,34.1297797,-83.8460327,"131390016122"
"721","919","919",15039R000026,6653 BURNT HICKORY DR,2/10/2022,"$445,900.00",Qualified,FM,0.16,Residential,"2013","2220",$200.86,34.1346808,-83.8480678,"131390016122"
"722","1191","1191",15039K000025,6176 LONGLEAF DR,1/19/2022,"$305,000.00",Qualified,FM,0.05,Residential,"2007","1404",$217.24,34.1277008,-83.8446983,"131390016122"
"723","42","42",10097 000123,3810 NW WINDSOR TRL,5/27/2022,"$420,000.00",Qualified,FM,0.64,Residential,"2018","2363",$177.74,34.3574808,-83.885313,"131390004021"
"724","48","48",10097 000063,4114 BLACKHAWK DR,5/25/2022,"$422,000.00",Qualified,FM,0.67,Residential,"1994","2196",$192.17,34.3559689,-83.8829371,"131390004021"
"725","96","96",10107 000024,1051 EAST LAKE DR,4/18/2022,"$411,000.00",Qualified,FM,0.73,Residential,"1979","1620",$253.70,34.3451336,-83.8753189,"131390004021"
"726","137","137",10098 000064,4071 HIDDEN HOLLOW DR,4/11/2022,"$187,000.00",Qualified,FM,0.96,Residential,"1988","3720",$50.27,34.3656582,-83.886663,"131390004021"
"727","151","151",10098 000045,4048 HIDDEN HOLLOW TER,4/8/2022,"$52,000.00",Unqualified,"26",0.48,Residential,"1987","1000",$52.00,34.3627062,-83.8855038,"131390004021"
"728","181","181",10098 000061B,4084 HIDDEN HOLLOW DR,4/5/2022,"$140,000.00",Qualified,FM,0.42,Residential,"1989","988",$141.70,34.3649565,-83.8855866,"131390004021"
"729","229","229",10098 000053A,4024 HIDDEN HOLLOW DR,3/31/2022,"$1,377,000.00",Unqualified,"51",0.33,Residential,"1988","1040","$1,324.04",34.3633175,-83.8873668,"131390004021"
"730","234","234",10098 000040,4018 HIDDEN HOLLOW TER,3/31/2022,"$1,377,000.00",Unqualified,"51",1.3,Residential,"1998","2214",$621.95,34.3616554,-83.8869528,"131390004021"
"731","358","358",10097 000149,3925 NW CAMDEN CT,3/24/2022,"$410,900.00",Qualified,FM,0.46,Residential,"2021","2634",$156.00,34.3548308,-83.8809084,"131390004021"
"732","624","624",10097 000150,3921 NW CAMDEN CT,3/3/2022,"$447,176.00",Qualified,FM,0.64,Residential,"2021","2692",$166.11,34.3550406,-83.8807842,"131390004021"
"733","671","671",10098 000049,4037 HIDDEN HOLLOW TER,2/28/2022,"$205,000.00",Qualified,FM,0.99,Residential,"2000","3472",$59.04,34.3626798,-83.8867044,"131390004021"
"734","781","781",01107 001104,3071 NW STILLWATER DR,2/23/2022,"$585,000.00",Qualified,FM,0.55,Residential,"2018","3263",$179.28,34.3572408,-83.8766814,"131390004021"
"735","987","987",10081 000010,4262 SARDIS RD,2/4/2022,"$300,000.00",Qualified,FM,1.02,Residential,"1961","1339",$224.05,34.3656107,-83.8978395,"131390004021"
"736","1036","1036",10097 000085,4015 SOAPSTONE LN,1/31/2022,"$357,000.00",Qualified,FM,0.56,Residential,"1989","2028",$176.04,34.3551694,-83.8859592,"131390004021"
"737","1341","1341",10081 000089,4124 GREENWOOD DR,1/5/2022,"$245,000.00",Qualified,FM,0.58,Residential,"1994","1166",$210.12,34.3602698,-83.8912166,"131390004021"
"738","21","21",15047 000506,7536 BROOKSTONE CIR,6/23/2022,"$626,000.00",Qualified,FM,0.26,Residential,"2006","2452",$255.30,34.1412105,-83.9069861,"131390016092"
"739","266","266",15047C000104,7219 WHITEWATER DR,3/30/2022,"$488,174.00",Qualified,FM,0.26,Residential,"2021","2868",$170.21,34.145214,-83.902144,"131390016092"
"740","379","379","1.50E+118",7626 LEGACY RD,2/23/2022,"$460,000.00",Qualified,FM,0.15,Residential,"2011","2840",$161.97,34.1395257,-83.9070689,"131390016092"
"741","433","433",15047 000166,7892 KEEPSAKE LN,3/18/2022,"$450,000.00",Qualified,FM,0.2,Residential,"2004","2743",$164.05,34.136751,-83.9030752,"131390016092"
"742","488","488",15047C000103,7215 WHITEWATER DR,3/14/2022,"$690,000.00",Qualified,FM,0.27,Residential,"2019","3250",$212.31,34.1450598,-83.9021122,"131390016092"
"743","561","561","15047D000008",7337 LAZY HAMMOCK WAY,3/9/2022,"$678,000.00",Qualified,FM,0.33,Residential,"2006","2832",$239.41,34.1447514,-83.9054756,"131390016092"
"744","658","658",15047 000619,7355 BIRD SONG PL,2/28/2022,"$511,111.00",Qualified,FM,0.27,Residential,"2013","3102",$164.77,34.1492008,-83.9065723,"131390016092"
"745","775","775",15047 000608,7308 BIRD SONG PL,2/23/2022,"$650,000.00",Qualified,FM,0.23,Residential,"2007","3134",$207.40,34.1488385,-83.9040684,"131390016092"
"746","827","827",15047 000133,7760 SOARING EAGLE DR,2/18/2022,"$430,000.00",Qualified,FM,0.15,Residential,"2006","2586",$166.28,34.1338678,-83.9043168,"131390016092"
"747","843","843",15047 000660,7420 WHISTLING DUCK WAY,2/17/2022,"$500,000.00",Qualified,FM,0.22,Residential,"2007","2622",$190.69,34.1474912,-83.9078966,"131390016092"
"748","961","961",15047 000227,8032 SLEEPY LAGOON WAY,2/7/2022,"$775,000.00",Qualified,FM,0.38,Residential,"2007","4649",$166.70,34.1400473,-83.897943,"131390016092"
"749","962","962",15047 000227,8032 SLEEPY LAGOON WAY,2/7/2022,"$775,000.00",Unqualified,"99",0.38,Residential,"2007","4649",$166.70,34.1400473,-83.897943,"131390016092"
"750","1042","1042",15047 000260,7843 BENCHMARK DR,1/31/2022,"$405,000.00",Qualified,FM,0.25,Residential,"2005","2400",$168.75,34.1375907,-83.9012334,"131390016092"
"751","1100","1100",15047 000642,7413 WHISTLING DUCK WAY,1/27/2022,"$480,000.00",Qualified,FM,0.22,Residential,"2013","2674",$179.51,34.1481469,-83.9080207,"131390016092"
"752","1106","1106",15047 000142,7761 SOARING EAGLE DR,1/27/2022,"$405,000.00",Qualified,FM,0.25,Residential,"2004","2480",$163.31,34.1340431,-83.9039236,"131390016092"
"753","1221","1221",15047C000002,7206 REGATTA WAY,1/14/2022,"$641,000.00",Qualified,FM,0.33,Residential,"2006","3367",$190.38,34.1443602,-83.9028268,"131390016092"
"754","1327","1327",15047 000167,7896 KEEPSAKE LN,1/6/2022,"$388,500.00",Qualified,FM,0.2,Residential,"2004","2388",$162.69,34.1366767,-83.9033235,"131390016092"
"755","11","11",08016 002054,3003 SW SCARLET OAK LN,6/30/2022,"$850,000.00",Qualified,FM,0.27,Residential,"2011","2868",$296.37,34.2847504,-83.8825437,"131390010042"
"756","170","170",01115 002037,1800 NW BEECHWOOD BLVD,4/6/2022,"$716,900.00",Unqualified,"51",0.48,Residential,"1972","2200",$325.86,34.3007444,-83.8630615,"131390010042"
"757","369","369",08021 001043,3112 SW WHITE MAGNOLIA CHSE,3/24/2022,"$558,000.00",Qualified,FM,0.16,Residential,"2010","2029",$275.01,34.2827659,-83.8830613,"131390010042"
"758","511","511",08005 000192,2504 PEMMICAN RUN,1/3/2022,"$567,000.00",Qualified,FM,1.48,Residential,"1999","1887",$300.48,34.2946473,-83.8690663,"131390010042"
"759","590","590",08021 001068,3202 SW INDIAN HAWTHORNE RDG,3/4/2022,"$700,000.00",Qualified,FM,0.23,Residential,"2007","2416",$289.74,34.2820026,-83.8868286,"131390010042"
"760","941","941",01115A000009,1439 NW BLUFF VALLEY CIR,2/9/2022,"$264,700.00",Qualified,FM,0.02,Residential,"2005","1806",$146.57,34.3009209,-83.8646456,"131390010042"
"761","1140","1140",08021 001044,3116 SW WHITE MAGNOLIA CHSE,1/25/2022,"$560,000.00",Qualified,FM,0.14,Residential,"2007","2090",$267.94,34.2827947,-83.8832062,"131390010042"
"762","1290","1290",01115A000042,1532 NW BLUFF VALLEY CIR,1/10/2022,"$243,900.00",Qualified,FM,0.02,Residential,"2021","1514",$161.10,34.299447,-83.864957,"131390010042"
"763","1333","1333",01115A000043,1534 NW BLUFF VALLEY CIR,1/6/2022,"$240,000.00",Qualified,FM,0.02,Residential,"2021","1514",$158.52,34.299504,-83.864945,"131390010042"
"764","1335","1335",01115A000045,1538 NW BLUFF VALLEY CIR,1/6/2022,"$243,900.00",Qualified,FM,0.02,Residential,"2021","1514",$161.10,34.299618,-83.864922,"131390010042"
"765","1339","1339",01115A000044,1536 NW BLUFF VALLEY CIR,1/6/2022,"$236,400.00",Qualified,FM,0.02,Residential,"2021","1514",$156.14,34.299561,-83.864934,"131390010042"
"766","779","779",00119C001011,1428 HUDGINS ST,2/23/2022,"$288,000.00",Qualified,FM,0.64,Residential,"1950","1260",$228.57,34.2871785,-83.8468251,"131390010081"
"767","852","852",00116 005023,251 GREEN HILL CIR,2/16/2022,"$155,000.00",Qualified,FM,0.24,Residential,"1963","912",$169.96,34.289652,-83.8590856,"131390010081"
"768","1059","1059",00116 005015A,255 GREEN HILL CIR,1/28/2022,"$179,900.00",Qualified,FM,0.2,Residential,"1960","752",$239.23,34.2904102,-83.8580399,"131390010081"
"769","1264","1264",00121 002012,2149 BROADWAY PL,1/12/2022,"$185,000.00",Unqualified,"50",0.34,Residential,"2022","1040",$177.88,34.2862954,-83.8561553,"131390010081"
"770","1270","1270",00121 002017,2249 EAST DR,1/12/2022,"$185,000.00",Unqualified,"51",0.15,Residential,"1950","656",$282.01,34.286231,-83.85746,"131390010081"
"771","1272","1272",00121 003009,2240 EAST DR,1/12/2022,"$185,000.00",Unqualified,"51",0.14,Residential,"1950","800",$231.25,34.2866767,-83.8575118,"131390010081"
"772","467","467",08008 000010,2141 MEMORIAL PARK DR,3/16/2022,"$235,000.00",Unqualified,"21",1.54,Residential,"1976","864",$88.08,34.2649538,-83.8528314,"131390011022"
"773","529","529",08008 000246,2454 SW CANARY CT,3/10/2022,"$305,000.00",Qualified,FM,0.19,Residential,"2004","1732",$176.10,34.2672188,-83.847985,"131390011022"
"774","141","141",01024 004002E,401 NW FORREST AVE,4/11/2022,"$239,900.00",Qualified,FM,0.02,Residential,"1989","852",$281.57,34.3042874,-83.8285954,"131390009022"
"775","485","485",01040 004016D,506 NW BRADFORD ST,3/15/2022,"$300,000.00",Qualified,FM,0.04,Residential,"1981","1547",$193.92,34.3045394,-83.8299524,"131390009022"
"776","549","549",01025 002004,661 NW BLUERIDGE AVE,2/7/2022,"$299,900.00",Qualified,FM,0.19,Residential,"1947","1480",$202.64,34.3031103,-83.8352664,"131390009022"
"777","873","873",01025 005002,559 NW FORREST AVE,2/15/2022,"$425,000.00",Qualified,FM,0.43,Residential,"1945","2137",$198.88,34.3033404,-83.8312473,"131390009022"
"778","889","889",01025 002012,660 NW HILLCREST AVE,2/14/2022,"$120,000.00",Qualified,FM,0.21,Residential,"1936","1198",$100.17,34.3027109,-83.8350592,"131390009022"
"779","1002","1002",01025 003001,600 NW NORTH AVE,2/2/2022,"$125,000.00",Qualified,FM,0.32,Residential,"1937","756",$165.34,34.3051809,-83.8307123,"131390009022"
"780","1161","1161",01040 004025,220 NW FORREST AVE,1/21/2022,"$215,000.00",Qualified,FM,0.4,Residential,"1944","1216",$176.81,34.3057152,-83.8277666,"131390009022"
"781","1273","1273",01025 007001,523 NW RIDGEWOOD AVE,1/12/2022,"$275,000.00",Qualified,FM,0.23,Residential,"1930","1528",$179.97,34.3057572,-83.8320346,"131390009022"
"782","27","27",01119 006012,295 SW TOWER HEIGHTS RD,6/14/2022,"$240,000.00",Qualified,FM,0.17,Residential,"1957","1278",$187.79,34.2915702,-83.8404453,"131390010082"
"783","319","319",15032A000063,1670 AZELEA LN,3/28/2022,"$225,000.00",Qualified,FM,0.55,Residential,"1993","1440",$0.00,34.2861352,-83.7892589,"131390007031"
"784","630","630",15032A000067,1650 AZELEA LN,3/2/2022,"$56,954.00",Qualified,FM,0.6,Residential,"1961","1450",$39.28,34.2869616,-83.7902125,"131390007031"
"785","815","815",15032C000051,2040 ELDORADO DR,2/18/2022,"$205,000.00",Qualified,FM,0.32,Residential,"1970","1032",$198.64,34.2894246,-83.7893418,"131390007031"
"786","869","869",15032C000104,2121 DEVILLE LN,2/15/2022,"$213,000.00",Unqualified,"51",0.4,Residential,"1977","1414",$150.64,34.2910072,-83.7890101,"131390007031"
"787","230","230",15041H000152,3174 PINEY WOODS CIR,3/31/2022,"$550,000.00",Qualified,FM,0.4,Residential,"2006","2644",$208.02,34.1064495,-83.8838065,"131390016053"
"788","263","263","1.50E+36",2836 LEGISLATIVE LN,3/30/2022,"$530,000.00",Qualified,FM,0.5,Residential,"2002","2658",$199.40,34.1131557,-83.8775547,"131390016053"
"789","322","322",15041H000132,3141 PERIMETER CIR,3/25/2022,"$715,000.00",Qualified,FM,0.51,Residential,"2007","4006",$178.48,34.1056098,-83.8847794,"131390016053"
"790","412","412",15041H000027,2869 WILD ROSE ST,3/21/2022,"$542,500.00",Qualified,FM,0.37,Residential,"2004","2700",$200.93,34.1075358,-83.8908441,"131390016053"
"791","664","664",15041H000033,2952 CLIMBING ROSE ST,2/28/2022,"$592,000.00",Qualified,FM,0.41,Residential,"2005","3289",$179.99,34.107577,-83.891672,"131390016053"
"792","839","839","1.50E+101",2410 DEMOCRACY DR,2/17/2022,"$528,000.00",Qualified,FM,0.35,Residential,"2004","3480",$151.72,34.1106656,-83.885835,"131390016053"
"793","892","892",15041B000037,2717 CLEARWATER SPRINGS DR,2/14/2022,"$570,000.00",Qualified,FM,1.1,Residential,"2007","3633",$156.90,34.1033141,-83.880867,"131390016053"
"794","9","9",08110 000059,6314 SPRING COVE DR,4/5/2022,"$429,600.00",Qualified,FM,0.53,Residential,"2015","2905",$147.88,34.2007076,-83.9379338,"131390015012"
"795","10","10",08110 000059,6314 SPRING COVE DR,7/1/2022,"$485,000.00",Qualified,FM,0.53,Residential,"2015","2905",$166.95,34.2007076,-83.9379338,"131390015012"
"796","155","155",08111 001028,5572 RADFORD RD,4/8/2022,"$205,000.00",Qualified,FM,0.66,Residential,"1985","1235",$165.99,34.1998872,-83.9283368,"131390015012"
"797","335","335",08120A000001,6363 LIGHTS FERRY RD,3/25/2022,"$684,000.00",Qualified,FM,1.38,Residential,"2006","3075",$222.44,34.1988496,-83.948522,"131390015012"
"798","339","339",08110 000113,6547 TEAL TRAIL DR,3/25/2022,"$455,000.00",Qualified,FM,0.45,Residential,"2018","2408",$188.95,34.203573,-83.9359277,"131390015012"
"799","363","363",08119 000142,6026 TERRACE LAKE PT,3/24/2022,"$430,000.00",Qualified,FM,0.69,Residential,"1995","2811",$152.97,34.1949541,-83.9454408,"131390015012"
"800","407","407",08110 000061,6322 SPRING COVE DR,3/21/2022,"$461,000.00",Qualified,FM,0.69,Residential,"2015","2614",$176.36,34.2008497,-83.938182,"131390015012"
"801","573","573",08131 002027,6024 WARPATH RD,3/8/2022,"$350,000.00",Qualified,FM,0.31,Residential,"1958","720",$486.11,34.1879779,-83.9483565,"131390015012"
"802","579","579",08111 001035,5723 GARDEN WALK,3/7/2022,"$290,000.00",Qualified,FM,0.66,Residential,"1991","2416",$120.03,34.1981415,-83.9341696,"131390015012"
"803","668","668",08111 001038,5735 GARDEN WALK,2/28/2022,"$387,000.00",Qualified,FM,0.59,Residential,"1994","2621",$147.65,34.1988213,-83.9347901,"131390015012"
"804","787","787",08111 001026,5612 PINEWOOD DR,2/23/2022,"$285,000.00",Qualified,FM,0.66,Residential,"1985","1488",$191.53,34.2000065,-83.9289987,"131390015012"
"805","955","955",08120 000066,6258 LIGHTS FERRY RD,2/7/2022,"$525,000.00",Qualified,FM,1.7,Residential,"1973","2634",$199.32,34.1982614,-83.9422975,"131390015012"
"806","1010","1010",08120A000005,6396 LOCH ARBOR DR,2/2/2022,"$700,000.00",Qualified,FM,1,Residential,"1992","3605",$194.17,34.1962019,-83.9474881,"131390015012"
"807","1118","1118",08120A000012,6527 ARBOR PT,1/26/2022,"$595,000.00",Qualified,FM,0.8,Residential,"1986","2766",$215.11,34.1974393,-83.9497626,"131390015012"
"808","1155","1155",08129 000028,6631 CRESTWOOD PENINSULA,1/21/2022,"$1,060,000.00",Qualified,FM,0.9,Residential,"1990","4324",$245.14,34.2040826,-83.9581159,"131390015012"
"809","1162","1162",08120A000044,6349 LIGHTS FERRY RD,1/21/2022,"$769,500.00",Qualified,FM,1.24,Residential,"2006","2197",$350.25,34.1982669,-83.9476742,"131390015012"
"810","1209","1209",08119 000151,6015 TERRACE LAKE PT,1/18/2022,"$380,000.00",Qualified,FM,0.65,Residential,"1998","2065",$184.02,34.1945571,-83.9439726,"131390015012"
"811","343","343",08062 001038,4982 PONDEROSA DR,3/25/2022,"$233,000.00",Qualified,FM,0.29,Residential,"1983","960",$242.71,34.2588834,-83.9271784,"131390010062"
"812","948","948",08080 002016C,5375 WHITMIRE DR,2/9/2022,"$308,250.00",Qualified,FM,0.51,Residential,"1991","784",$0.00,34.2569604,-83.9322357,"131390010062"
"813","1035","1035",08057 001029,4415 FLAT CREEK DR,1/31/2022,"$775,000.00",Qualified,FM,0.9,Residential,"2002","2108",$367.65,34.2692216,-83.9163176,"131390010062"
"814","1288","1288",08062 001115,4902 SUNRISE WAY,1/10/2022,"$291,000.00",Qualified,FM,0.35,Residential,"1983","1588",$183.25,34.265441,-83.9251098,"131390010062"
"815","54","54",08021 001213,3329 SW SWEET PLUM TRCE,5/20/2022,"$465,100.00",Qualified,FM,0.15,Residential,"2011","2122",$219.18,34.2830219,-83.8894987,"131390010061"
"816","71","71",08038 001066,4131 CUMBERLAND POINT DR,5/3/2022,"$1,075,000.00",Qualified,FM,0.59,Residential,"2001","4793",$224.29,34.274845,-83.91352,"131390010061"
"817","130","130",08039 003002,4106 BROWNS BRIDGE RD,4/12/2022,"$525,000.00",Qualified,FM,8,Residential,"1956","672",$157.89,34.2740973,-83.9110934,"131390010061"
"818","221","221",08016 002106,3562 SW BLACK CHERRY PT,3/31/2022,"$725,000.00",Qualified,FM,0.24,Residential,"2015","1923",$377.02,34.2881954,-83.8879049,"131390010061"
"819","294","294",08016 002167,3597 SW BLUE CYPRESS CV,3/29/2022,"$464,250.00",Qualified,FM,0.19,Residential,"2014","1690",$274.70,34.2885497,-83.8906785,"131390010061"
"820","651","651",08021 001207,3316 SW LOCUST COVE RD,3/1/2022,"$535,000.00",Qualified,FM,0.21,Residential,"2013","2904",$184.23,34.282536,-83.8884224,"131390010061"
"821","702","702",08081 006025,5330 BROWNS BRIDGE RD,2/28/2022,"$185,000.00",Qualified,FM,1.46,Residential,"1967","1200",$154.17,34.2629204,-83.9379752,"131390010061"
"822","772","772",08081 003019,5420 BEACH HAVEN DR,2/23/2022,"$156,000.00",Qualified,FM,0.46,Residential,"1969","1392",$112.07,34.2634473,-83.9390093,"131390010061"
"823","834","834",08038 001030C,3660 LAMPLIGHTER COVE RD,2/18/2022,"$1,065,000.00",Qualified,FM,1.16,Residential,"1973","1664",$640.02,34.2820371,-83.9081467,"131390010061"
"824","1005","1005",10030 001044,5456 OLD LANTERN WAY,2/2/2022,"$290,900.00",Qualified,FM,1.77,Residential,"2021","1284",$226.56,34.2819518,-83.9052263,"131390010061"
"825","1030","1030",10030 001041,5459 OLD LANTERN WAY,1/31/2022,"$290,900.00",Qualified,FM,1.33,Residential,"2021","1284",$226.56,34.2819518,-83.9052263,"131390010061"
"826","1051","1051",10030 001043,5460 OLD LANTERN WAY,1/28/2022,"$304,900.00",Qualified,FM,1.6,Residential,"2021","2111",$144.43,34.2819518,-83.9052263,"131390010061"
"827","1131","1131",08021 001294,3535 SW LOCUST COVE RD,1/25/2022,"$750,000.00",Qualified,FM,0.31,Residential,"2014","2604",$288.02,34.2865983,-83.8940314,"131390010061"
"828","1185","1185",08020 000024,3432 CAROLYN ST,1/20/2022,"$149,900.00",Qualified,FM,0.37,Residential,"1998","1104",$0.00,34.2832035,-83.8953146,"131390010061"
"829","1186","1186",08058 001013,4319 SPAINHILL CIR,1/20/2022,"$285,000.00",Qualified,FM,1.86,Residential,"1991","1334",$213.64,34.27136285,-83.91980435,"131390010061"
"830","1223","1223",08016 002170,3585 SW BLUE CYPRESS CV,1/14/2022,"$175,000.00",Unqualified,"5",0.17,Residential,"2014","1270",$137.80,34.2880721,-83.8906371,"131390010061"
"831","1246","1246",08020 000078,3139 SW WINDING LAKE DR,1/14/2022,"$1,619,000.00",Qualified,FM,0.66,Residential,"1998","4024",$402.34,34.2902979,-83.8967012,"131390010061"
"832","114","114",15022I000133,3368 GREEN LEAF LN,4/14/2022,"$275,000.00",Qualified,FM,1.08,Residential,"2003","1870",$147.06,34.274853,-83.754768,"131390007042"
"833","167","167",15022I000131,3382 GREEN LEAF LN,4/6/2022,"$309,500.00",Qualified,FM,0.71,Residential,"2002","1796",$172.33,34.274853,-83.754768,"131390007042"
